Code5,Hospital Code,STATE
SJV,St Johns Rvrsd Hosp Andrus Pav,NY
SJW,Seton Medical Center,CA
SJY,Saint Joseph Mercy Lvngstn Hosp,MI
SJZ,Saint Joseph Hosp & Medical Ctr,AZ
SK2,Sumner Regional Medical Center,TN
SK3,St John Macomb-Oakland Hospital,MI
SK4,St Joseph Hospital,ME
SK5,Scotland Memorial Hospital,NC
SK6,Western Maryland Reg Med Ctr,MD
SK7,SMHC Biddeford Hospital,ME
SK8,Bon Secours St Frncs Hlth Sys,SC
SK9,Summit Medical Center,AR
SKA,Northlake Behavioral Health Sys,LA
SKB,St Francis Medical Center,LA
SKC,Lowell General Hospital Saints,MA
SKD,Shriners Hospital,MA
SKE,Saint Francis Medical Center,MO
SKF,Mercy Hospital Washington,MO
SKG,Mercy Hospital Saint Louis,MO
SKI,St Luke Community Hospital,MT
SKJ,Saint James Healthcare,MT
SKK,Saint Luke's Hospital,NC
SKL,San Juan Regional Medical Ctr,NM
SKM,St Vincent's Medical Center,CT
SKN,Memorial Hospital Salem County,NJ
SKR,Saint Francis Hospital Memphis,TN
SKS,Shawano Medical Center,WI
SKT,Skyline Hospital,WA
SKU,St Davids South Austin Med Ctr,TX
SKV,Hillcrest Hospital South,OK
SKW,Providence Saint Joseph Med Ctr,MT
SKX,Saint Francis Memorial Hospital,CA
SKY,Saint Genevieve Cty Mem Hosp,MO
SKZ,Mercy Saint Francis Hospital,MO
SLA,St Elizabeth Healthcare Florenc,KY
SLB,St Francis Regional Med Ctr,MN
SLC,Sentara Norfolk General Hosp,VA
SLE,Sentara Princess Ann Hospital,VA
SLF,Saint Luke's Hospital,MO
SLG,Southern Arizona VA Health Care,AZ
SLH,Saint Luke's Boise Medical Ctr,ID
SLI,St Lukes Miners Campus,PA
SLK,SMC Regional Medical Center,AR
SLM,Aurora St Lukes Medical Center,WI
SLN,Saint Vincent Morrilton,AR
SLO,St John Medical Center,OK
SLQ,Georgetown Memorial Hospital,SC
SLR,St Peter's Hospital,MT
SLZ,St Luke's Hospital,IA
SMB,Hospital Menonita Caguas,PR
SMC,Swedish Medical Center,CO
SMG,Presence St Mary's Hospital,IL
SMH,Samaritan Hospital,NY
SMK,Soldiers' Home In Holyoke,MA
SMM,Franciscan St Margaret Health,IN
SMO,Medstar Southern Maryland Hosp,MD
SMQ,Spalding Hospital North Shore,MA
SMS,Shriners Hospital For Children,MA
SMT,Somerset Hospital,PA
SMW,St Mary-Corwin Medical Center,CO
SMX,Self Regional Health Care,SC
SMY,St Mary's Medical Center,MO
SMZ,Scenic Mountain Medical Center,TX
SNA,Stillman Infirmary,MA
SNB,Saint Charles Parish Hospital,LA
SND,St Luke's Hospital,MA
SNE,Saint Paul's School,NH
SNF,Spring Harbor Hospital,ME
SNG,Sebasticook Valley Health,ME
SNH,Christus St Vincent Reg Med Ctr,NM
SNI,Sharon Hospital,CT
SNJ,Mount Sinai Rehabilitation Hosp,CT
SNM,Stanly Regional Medical Center,NC
SNN,Silver Hill Hospital,CT
SNO,Saint Mary's Hospital,NJ
SNP,Saint Clares Health Ctr Sussx,NJ
SNQ,Saint Clares Hlth Sys Dvr Gnrl,NJ
SNR,Saint Clare's Hospital Denville,NJ
SNS,Sunrise House,NJ
SNT,Southern Ocean Medical Center,NJ
SNV,Inspira Medical Center Elmer,NJ
SNX,Inspira Medical Center Vineland,NJ
SNY,Sunnyview Hospital & Rehab Ctr,NY
SNZ,Saint Francis Medical Center,NJ
SOA,St Lawrence Rehabilitation Ctr,NJ
SOB,Saint Barnabas Behavioral Hlth,NJ
SOC,Mount Sinai Roosevelt Hosp,NY
SOD,South Beach Psychiatric Center,NY
SOE,Staten Island Univ Hosp-South,NY
SOF,Sea View Hospital Rehab Center,NY
SOI,Saint Vincent's Hosp Westchstr,NY
SOJ,Sing Sing Correctional Facility,NY
SOK,Saint Josephs Medical Center,NY
SOL,St Christopher's Hosp For Chldn,PA
SOM,Saint Thomas West Hospital,TN
SON,South Nassau Communities Hosp,NY
SOO,St Johns Riverside Parkcare,NY
SOP,St Joseph Health Center,OH
SOQ,Summit Prk Hosp & Nursing Care,NY
SOR,St Mary's Hospital For Children,NY
SOS,South Oaks Hospital,NY
SOT,Sagamore Children's Psych Ctr,NY
SOU,Jerold Phelps Community Hosp,CA
SOW,St Charles Hospital,NY
SOX,St Catherine Of Siena Med Ctr,NY
SOY,Syosset Hospital,NY
SOZ,Saint Mary's Healthcare,NY
SPA,Saint Mary's Hospital,NY
SPB,Spartanburg Regional Med Ctr,SC
SPC,Albany Stratton VA Medical Ctr,NY
SPD,Saint Francis Hosp Trng Pnt,NY
SPE,St Luke's Cornwall Hospital,NY
SPF,St Luke's Cornwall Hospital,NY
SPG,Mid Hudson Reg Hosp Westchester,NY
SPH,St Joseph Hospital,NH
SPI,Saint Joseph's Hosp Hlth Ctr,NY
SPJ,Saint Lawrence Psychiatric Ctr,NY
SPK,Sparks Regional Medical Center,AR
SPL,Soldiers & Sailors Mem Hosp,NY
SPM,Sauk Prairie Hospital,WI
SPO,Southport Correctional Facility,NY
SPP,Saint Josephs Hospital,NY
SPR,Springhill Memorial Hospital,AL
SPS,Southwood Psychiatric Hospital,PA
SPT,SCI Laurel Highlands,PA
SPU,Select Specialty Laurel Hghlnds,PA
SPW,Select Specialty Hosp Johnstwn,PA
SPZ,State Correctional Inst Rockvw,PA
SQA,Soldiers & Sailors Mem Hosp,PA
SQB,State Correctional Inst Cmp Hll,PA
SQG,St Luke's Hospital Allentwn Cmp,PA
SQH,Sequoia Hospital,CA
SQI,Forensic Treatment Cnt Waymart,PA
SQJ,St Lukes Quakertown Hosp,PA
SQK,Springfield Hospital,PA
SQL,Saint Joseph Hospital,PA
SQM,Shriners Hospital,PA
SQQ,St Joseph Med Ctr-Main Campus,PA
SQR,Select Specialty Hospital,DE
SQS,Dover Behavioral Health,DE
SQT,Sussex Correctional Institution,DE
SQU,Stockley Center,DE
SQV,Providence Hospital Seton House,DC
SQW,Saint Elizabeths Hospital,DC
SQX,Medstar St Mary's Hospital,MD
SQY,Shady Grove Adventist Hospital,MD
SQZ,Saint Luke Institute,MD
SRA,Spring Grove Hospital Center,MD
SRB,Sheppard Pratt Hospital,MD
SRC,Springfield Hospital Center,MD
SRD,Snowden At Fredericksburg,VA
SRE,Riverside Shore Memorial Hosp,VA
SRF,Sentara Virginia Beach Gen Hosp,VA
SRG,Sentara Leigh Hospital,VA
SRH,Singing River Hospital,MS
SRI,St Mary's Home,VA
SRJ,Sentara Careplex Hospital,VA
SRK,Southside Regional Medical Ctr,VA
SRL,Southern Virginia Reg Med Ctr,VA
SRM,Advocate Sherman Hospital,IL
SRO,Centra Southside Community Hosp,VA
SRP,Southwestern Virginia Mntl Hlth,VA
SRQ,Southern Virginia Mental Health,VA
SRR,Saint Francis Hospital,WV
SRS,Saint Mary's Hospital,CT
SRT,St Joseph's Hospital Of Bckhnon,WV
SRU,Pioneer Community Hosp Stokes,NC
SRV,Select Specialty Hosp Wnstn Slm,NC
SRW,Saint Margaret's Hospital,IL
SRY,Saint Mary Medical Center,CA
SRZ,Carolinas Med Ctr Rndlph Behvrl,NC
SSA,Sampson Regional Medical Center,NC
SSB,St Joseph Of The Pns Hlth Cntr,NC
SSD,South Shore Hospital,MA
SSE,Spartanburg Hospital Restrtv Cr,SC
SSF,Summerville Medical Center,SC
SSG,St Francis Eastside,SC
SSH,South Shore Hospital,IL
SSI,Springbrook Behavioral Hlth Sys,SC
SSJ,Springs Memorial Hospital,SC
SSK,Summit Ridge Hospital,GA
SSL,Kindred Hospital Of Rome,GA
SSM,Veterans Affairs Medical Center,WI
SSN,Sarasota Memorial Hlth Cr Sys,FL
SSO,Spalding Regional Hospital,GA
SSP,Sylvan Grove Hospital,GA
SSQ,Seton Medical Center Austin,TX
SSR,Southern Regional Medical Ctr,GA
SSS,Select Specialty Hospital,GA
SST,Shepherd Center Inc,GA
SSV,Atlanta Medical Center S Cmps,GA
SSW,Stephens County Hospital,GA
SSX,St Mary's Healthcare System,GA
SSY,Select Specialty Hospital,GA
SSZ,Select Specialty Hospital,GA
ST7,Saint Mary's Hospital & Med Ctr,WI
STA,Lincoln Health St Andrews Cmpus,ME
STB,St Barnabas Hospital,NY
STC,Mercy St Vincent Medical Center,OH
STD,Mayo Clinic Health System Wycrs,GA
STE,Mercy Hospital Fort Smith,AR
STG,Southeast Grgia Hlth Sys Brnswk,GA
STH,St Catherine Hospital,IN
STI,South Georgia Medical Center,GA
STJ,Saint Joseph Medical Center,WA
STK,Smith Northview Hospital,GA
STM,St Mary Medical Center,PA
STN,Strong Memorial Hospital,NY
STO,Mercy Hospital Berryville,AR
STQ,Saint Francis Hospital,GA
STR,South Texas Regional Med Ctr,TX
STS,Shands Lakeshore Reg Med Ctr,FL
STT,Scott Memorial Hospital,IN
STU,Sturgis Hospital,MI
STV,St Vincent Williamsport Hosp,IN
STW,Shands Starke Regional Med Ctrr,FL
STX,Specialty Hospital Jacksonville,FL
STY,St Mary's Community Hospital,NE
STZ,St Anthony's Medical Center,MO
SUA,UF Health At Jacksonville,FL
SUB,UF Health Jacksonville,FL
SUC,St Vincents Med Ctr Sthsde,FL
SUF,UF Health Shands Rehab Hosp,FL
SUG,Shands Psychiatric Hospital,FL
SUH,Straub Clinic & Hospital,HI
SUI,South Seminole Behavioral Hlth,FL
SUJ,Select Specialty Hosp-Orlndo N,FL
SUK,Sebastian River Medical Center,FL
SUL,Southern Winds Hospital,FL
SUM,South Florida Evaluatn/Treatmt,FL
SUN,Sunbury Community Hospital,PA
SUP,St Anthony's Rehab Hospital,FL
SUQ,Sandy Pines,FL
SUR,South Florida Baptist Hospital,FL
SUS,South Bay Hospital,FL
SUT,Sutter Medical Center Snta Rsa,CA
SUU,Saint Joseph's Womens Hospital,FL
SUV,Saint Petersburg General Hosp,FL
SUX,Seven Rivers Regional Med Ctr,FL
SUY,Bayfront Health Spring Hill,FL
SUZ,South Lake Hospital,FL
SVA,St Cloud Regional Medical Ctr,FL
SVC,Saint Vincent's Hospital Brmghm,AL
SVD,Saint Lucie Medical Center,FL
SVE,Sanford USD Medical Center,SD
SVF,Select Specialty Hospital,AL
SVG,Shoals Hospital,AL
SVH,Swedish Edmonds Hospital,WA
SVI,Surgery Center Of Huntsville,AL
SVM,Saint Vincent Healthcare,MT
SVO,Riverview Regional Medical Ctr,TN
SVP,Tristar Medical Center,TN
SVQ,Stones River Hospital,TN
SVT,Tristar Skyline Medical Center,TN
SVU,Tristar Southern Hills Med Ctr,TN
SVV,Siskin Hospital Physcl Rehab,TN
SVX,Select Specialty Hospital Tri,TN
SVY,Sycamore Shoals Hospital,TN
SVZ,Jefferson Memorial Hospital,TN
SWA,Tennova La Follette Medical Ctr,TN
SWB,Select Specialty Hospital,TN
SWC,Select Specialty North Knoxvlle,TN
SWD,Physicians Regional Med Ctr,TN
SWE,Select Specialty Hospital Memph,TN
SWF,Simpson General Hospital,MS
SWG,Southwest General Health Center,OH
SWH,Sparrow Hospital,MI
SWI,Swisher Memorial Hospital,TX
SWJ,Scott Regional Hospital,MS
SWK,Sharkey Issaquena Community Hos,MS
SWL,St Dominic Hospital,MS
SWM,Peacehealth Southwest Med Ctr,WA
SWN,The Specialty Hospital Of Merdn,MS
SWO,Swedish Covenant Hospital,IL
SWQ,South Mississippi Correctional,MS
SWR,South Mississippi State Hosp,MS
SWS,Swedish Medical Center,WA
SWT,Select Specialty Hosp Glf Cst,MS
SWW,Southwest Memorial Hospital,CO
SWX,Stone County Hospital Inc,MS
SWY,Saint John's Medical Center,WY
SWZ,Shriners Hospitals For Children,KY
SXA,Saint Joseph Hospital,KY
SXB,UK Health Care Good Samaritan,KY
SXC,Saint Joseph Hospital East,KY
SXE,Saint Elizbth Flmth Chem Dndcy,KY
SXF,Shepherd Hill,OH
SXH,Select Specialty Hospital,OH
SXK,St Luke's Hospital,OH
SXL,Mercy St Anne Hospital,OH
SXM,Specialty Hospital Of Lorain,OH
SXN,South Pointe Hospital,OH
SXO,St John Medical Center,OH
SXP,Select Specialty Hospital,OH
SXR,St Croix Regional Med Ctr,WI
SXS,Summa Saint Thomas Hospital,OH
SXT,Samaritan Regional Health Sys,OH
SXU,Elmwood Heathcare Center Sprngs,OH
SXV,Kindred Hospital Central Ohio,OH
SXW,Select Specialty Hospital,OH
SXX,Shriners Hospital For Children,OH
SXY,Summit Behavioral Health Care,OH
SYA,Southern Ohio Correctional,OH
SYB,Selby General Hospital,OH
SYC,Kindred Hospital Of Lima,OH
SYE,Saint Vincent Carmel Hospital,IN
SYF,St Vincent Mercy Hospital,IN
SYG,St Vincent Frankfort Hospital,IN
SYH,Select Specialty Hospital,IN
SYI,Franciscan St Francis Hospital,IN
SYM,St Vincent Indianapolis Hosp,IN
SYN,St Vincent Stress Center,IN
SYO,Kindred Hospital Northwest IN,IN
SYP,Regional Mental Health Center,IN
SYQ,IU Health Starke Hospital,IN
SYR,St Joseph Regional Medical Ctr,IN
SYS,Saint Joseph Regional Med Ctr,IN
SYT,Select Specialty Hospital,IN
SYV,St Joseph Hospital & Hlth Ctr,IN
SYW,Southern Indiana Rehabilitation,IN
SYX,Saint Vincent Jennings Hospital,IN
SYY,Schneck Medical Center,IN
SYZ,Saint Vincent Randolph Hospital,IN
SZB,Saint Mary's Warrick Hospital,IN
SZE,St Mary's Medical Center,IN
SZF,Saint Vincent Clay Hospital,IN
SZG,Sullivan County Community Hosp,IN
SZH,Franciscan St Elizabeth Cntl Hl,IN
SZI,Straith Hospital For Surgery,MI
SZJ,Henry Ford Macomb Hospital,MI
SZK,Select Specialty Hospital Macmb,MI
SZL,Henry Ford Macomb Mount Clemens,MI
SZN,Saint John Macomb-Oakland Hosp,MI
SZO,Southeast Michigan Surgicl Hosp,MI
SZP,St Mary Mercy Livonia Hospital,MI
SZR,Select Specialty Hosp Downrvr,MI
SZS,Select Specialty Hospital,MI
SZT,Kindred Hospital Detroit,MI
SZU,Saint Joseph Mercy Oakland,MI
SZV,Select Specialty Hospital,MI
SZW,Select Specialty Hospital,MI
SZX,St Mary's Of Michigan Standish,MI
SZY,Sparrow Specialty Hospital,MI
T01,Texas Hlth Presby Hosp Flwr Mnd,TX
T02,Texas Health Heart/Vsclr Hosp,TX
TA1,Unitypoint Health Trnty Bttndrf,IA
TA2,Reeves Memorial Medical Center,LA
TA3,Tristar Skyline Madison Campus,TN
TA4,Taylor Regional Hospital,GA
TA5,Twin County Regional Hospital,VA
TA6,Trinity Medical Center West,OH
TA7,Tyler Holmes Memorial Hospital,MS
TA8,Twin Lakes Reg Med Ctr,KY
TA9,Baylor Medical Center Carrolltn,TX
TAA,Trinity Hospital Twin City,OH
TAB,Truman Medical Center Hosp Hll,MO
TAC,Tucson Medical Center,AZ
TAD,OSU Medical Center,OK
TAE,Tyler County Hospital,TX
TAF,Terre Haute Regional Hospital,IN
TAG,Thibodaux Regional Medical Ctr,LA
TAH,Tacoma General Hospital,WA
TAI,Unitypoint Hlth Trinity Reg Med,IA
TAJ,Trinitas Reg Med Ctr Nw Pt Cmps,NJ
TAK,Texas Scottish Rite Hospital,TX
TAL,Tyler Health Care Center,MN
TAM,Tampa General Hospital,FL
TAO,Tree Lakes Medical Center,MS
TAP,Touro Infirmary,LA
TAQ,Thomas H Boyd Memorial Hospital,IL
TAR,FF Thompson Hospital,NY
TAS,Tilden Community Hospital,NE
TAT,Tulare Regional Medical Center,CA
TAU,Novant Health Thomasvil Med Ctr,NC
TAW,Saint Joseph Hospital,MI
TAY,Tanner Medical Center Carrolltn,GA
TAZ,Trace Regional Hospital,MS
TBA,Teche Regional Medical Center,LA
TBB,Three Rivers Health,MI
TBC,Toppenish Community Hospital,WA
TBD,Tri-City Medical Center,CA
TBE,Teton Valley Healthcare Inc,ID
TBF,Tehachapi Healthcare District,CA
TBG,Tift Regional Medical Center,GA
TBH,Optim Medical Center-Tattnall,GA
TBI,Tripler Army Medical Center,HI
TBK,Tulane University Hosp & Clin,LA
TBM,Transylvania Regional Hospital,NC
TBN,Starr County Memorial Hospital,TX
TBR,Tewksbury Hospital,MA
TBS,Tobey Hospital,MA
TBT,Taunton State Hospital,MA
TBU,The Memorial Hospital,NH
TBV,Trinitas Regional Medical Ctr,NJ
TBW,Trenton Psychiatric Hospital,NJ
TBZ,Lake Shore Health Care Center,NY
TCA,The Children's Institute Pittsp,PA
TCB,Torrance State Hospital,PA
TCC,Titusville Area Hospital,PA
TCD,Tyrone Hospital,PA
TCE,Troy Community Hospital,PA
TCF,Ridgeview Healthcare Rehab Cntr,PA
TCG,Tyler Memorial,PA
TCH,Theda Clark Medical Center,WI
TCI,Tri-County Health Care,MN
TCJ,Taylor Hospital,PA
TCL,Texas Children's Hospital,TX
TCN,Terry Children's Center,DE
TCO,Thomas B Finan Center,MD
TCP,Retirement Doctors' Hospital,VA
TCQ,The Laurels,VA
TCR,Carilion Tazewell Comm Hosp,VA
TCT,The Regional Medical Center,SC
TCU,Three Rivers Behavioral Health,SC
TCV,Trident Medical Center,SC
TCW,Tanner Medical Center,GA
TCY,Turning Point Hospital,GA
TCZ,River Point Behavioral Health,FL
TDA,West Florida Hospital Pavilion,FL
TDB,The Friary Of Lakeview,FL
TDC,Twelve Oaks Treatment Center,FL
TDD,Twin Cities Hospital,FL
TDE,Tacachale,FL
TDF,Transitions Recovery Program,FL
TDI,Town & Country Hospital,FL
TDJ,The Centers At Marion,FL
TDK,Taylor Hardin Secure Medical,AL
TDL,Tuscaloosa VA Medical Center,AL
TDM,Troy Regional Medical Center,AL
TDN,Thomas Hospital,AL
TDO,Houston County Community Hosp,TN
TDP,Trousdale Medical Center,TN
TDQ,Three Rivers Hospital,TN
TDR,T C Thompson Children's Hosp,TN
TDS,Takoma Regional Hospital,TN
TDT,Tippah County Health Services,MS
TDU,Tallahatchie General Hospital,MS
TDV,Brook Dupont Hospital,KY
TDW,The Brook Hospital,KY
TDX,Trigg County Hospital,KY
TDY,Taylor Regional Hospital,KY
TDZ,Twin Valley Behavioral Hlthcare,OH
TEA,Promedica Toledo Childrens Hosp,OH
TEB,Trinity Medical Center East,OH
TEC,Tiffin Developmental Center,OH
TEF,IU Health Tipton Hospital,IN
TEG,The Women's Hospital,IN
TEH,Turning Point Youth Center,MI
TEI,Tomah Memorial Hospital,WI
TEJ,Gundersen Tri-Cty Mem Hosp Cli,WI
TEM,Temple University Hospital,PA
TEN,Sanford Tracy Medical Center,MN
TEO,Towner County Medical Center,ND
TEP,Trinity Hospital Saint Joseph's,ND
TEQ,Tioga Medical Center,ND
TER,Terrebonne General Medical Ctr,LA
TES,Teton Medical Center,MT
TEU,Trinity Medical Ctr Moline Cmps,IL
TEV,The Pavilion,IL
TEX,Twin Rivers Regional Medical Ct,MO
TEY,Two Rivers Behavioral Hlth Syst,MO
TEZ,Truman Medical Center-Lakewood,MO
TFA,Trego County Lemke Mem Hosp,KS
TFB,Thayer County Health Services,NE
TFC,Lexington Regional Hlth Ctr,NE
TFD,The Bridgeway,AR
TFE,Taliaferro Community Mentl Hlth,OK
TFF,Northeastern Health System,OK
TFG,Carrus Specialty Hospital,TX
TFH,Texoma Medical Center,TX
TFI,Texoma Med Ctr Behavioral Hlth,TX
TFJ,Dallas Regional Medical Center,TX
TFK,Terrell State Hospital,TX
TFL,Timberlawn Mental Health,TX
TFM,Texas Specialty Hospital,TX
TFN,Titus Regional Medical Center,TX
TFO,Trinity Springs Pavilion-East,TX
TFP,Promise Hospital Whichita Falls,TX
TFQ,Throckmorton County Mem Hosp,TX
TFR,Central Texas VA Health Care,TX
TFT,Texas Orthopedic Hospital,TX
TFV,Promise Hospital Of Houston,TX
TFW,Tops Surgical Specialty Hosp,TX
TFX,Scott & White Hospital Brenham,TX
TFY,Texas Center For Infectious Dis,TX
TGA,Austin Lakes Hospital,TX
TGC,Texas Neurorehabilitation Ctr,TX
TGD,The Pavilion At NW Texas Hosp,TX
TGE,The Memorial Hospital At Craig,CO
TGF,Timpanogos Regional Hospital,UT
TGH,Turquoise Lodge Hospital,NM
TGI,Tahoe Pacific Hospitals-Meadows,NV
TGJ,Temple Community Hospital,CA
TGK,Tri-City Regional Medical CT,CA
TGL,Tarzana Treatment Centers,CA
TGM,Healthsouth Tustin Rehab Hosp,CA
TGP,Twin Cities Community Hospital,CA
TGR,Thunder Road Adolscnt Trtmt Ctr,CA
TGT,Trinity Hospital,CA
TGU,Tahoe Forest Hospital,CA
TGV,Tuality Forest Grove Hospital,OR
TGW,Tillamook Reg Med Cntr,OR
TGX,Asante Three Rivers Medical Ctr,OR
TGY,Tri-State Memorial Hospital,WA
TGZ,The Villages Regional Hospital,FL
THA,Tulsa Spine & Specialty Hosp,OK
THC,Methodist Texsan Hospital,TX
THO,Thorek Memorial Hospital,IL
THR,Three Rivers Medical Center,KY
THT,Tuality Community Hospital,OR
TJS,TJ Samson Community Hospital,KY
TJU,Thomas Jefferson Univ Hosp,PA
TLD,Toledo Hospital,OH
TMF,Mother Francis Hospital,TX
TMH,Tallahassee Memorial Healthcare,FL
TML,Thomas Memorial Hospital,WV
TMS,Unitypoint Health Trinity,IL
TOR,Torrance Memorial Medical Ctr,CA
TRG,Tomball Regional Medical Center,TX
TRT,Trinity Hospital,ND
TRU,Trumbull Memorial Hospital,OH
TUB,Tuba City Regional Health Care,AZ
TXC,Texas County Memorial Hospital,MO
U01,UPMC East Hospital,PA
UA1,University Of Kansas Hospital,KS
UA3,University Texas Health Sci Ctr,TX
UA4,UC Medical Center,OH
UA5,University South Alabama Med,AL
UA6,Spectrum Health United Hospital,MI
UA7,Novant Health Gaffney Med Cntr,SC
UA8,Union County Hospital,IL
UAA,UC Davis Medical Center,CA
UAB,University Of Utah Hospital,UT
UAC,University Of Washingtn Med Ctr,WA
UAD,UMASS Memorial Medical Center,MA
UAE,University Hospitals Case Med,OH
UAF,University Of Wisconsin Hosp,WI
UAG,University Of Texas Med Brnch,TX
UAJ,University Of Colorado Hospital,CO
UAL,University Of Alabama Hospital,AL
UAM,University Hospital & Clinic,LA
UAN,University Maryland Medical Ctr,MD
UAO,The Hospital Of The Univ Penn,PA
UAP,Union Hospital,IN
UAQ,Univ Miami Sylvester Cancer Ctr,FL
UAS,Medical University Of SC,SC
UAT,University Of North Carlna Hosp,NC
UAU,Carolinas Medical Center-Union,NC
UAV,University Hospital,NJ
UAW,University Medical Center,TX
UAY,University Hospital,TX
UAZ,University Of Miss Med Ctr,MS
UB1,Uniontown Hospital,PA
UB2,Uvalde Memorial Hospital,TX
UB3,University Arkansas Of Med Sci,AR
UB4,University Of NM Psych Ctr,NM
UB5,OSU Wexner Med Ctr Univ Hosp E,OH
UB6,Ukiah Valley Medical Center,CA
UB8,University Hospital,GA
UB9,Trinity Muscatine,IA
UBA,United General Hospital,WA
UBC,UMASS Memorial Medical Center,MA
UBE,Wilson Medical Center,NY
UBF,UPMC Horizon Shenango,PA
UBG,UPMC Horizon Greenville,PA
UBH,UPMC Passavant,PA
UBI,UPMC Mckeesport,PA
UBJ,UPMC Bedford Memorial,PA
UBO,UPMC Northwest,PA
UBQ,Holmes County Hospital/Clinics,MS
UBR,Upper Valley Medical Center,OH
UBT,University Louisville Hospital,KY
UBU,University Of New Mexico Hosp,NM
UBV,United Memorial Medical Center,NY
UBW,University Michigan Medical Ctr,MI
UBY,Uintah Basin Medical Center,UT
UBZ,Utah Valley Regional Med Ctr,UT
UC4,UC Health Surgical Hospital,OH
UCA,UCSF Medical Center Mount Zion,CA
UCB,University Iowa Hospitals Clncs,IA
UCC,Cheyenne Regional Med Ctr W,WY
UCI,UCI Medical Center,CA
UCK,Clinton Hospital,MA
UCL,Ronald Reagan UCLA Medical Ctr,CA
UCM,Florida Hospital Tampa,FL
UCN,Upper Connecticut Valley Hosp,NH
UCO,Federal Correctional Inst,CT
UCR,University Behavioral Hlthcare,NJ
UCT,Grove City Medical Center,PA
UCV,Univer Maryland Upperchesapeake,MD
UCY,Union Hospital Of Cecil County,MD
UDA,Upson Regional Medical Center,GA
UDB,Union General Hospital,GA
UDD,University Behavioral Center,FL
UDE,University Pavilion,FL
UDF,University Hospital Med Cnt,FL
UDG,Florida Hospital Carrollwood,FL
UDH,Medical West,AL
UDJ,USA Children's & Women's Hosp,AL
UDL,University Medical Center,TN
UDM,United Regional Medical Center,TN
UDN,Unicoi County Memorial Hospital,TN
UDO,University Of Tennessee Med Ctr,TN
UDP,Ireland Army Community Hospital,KY
UDQ,Methodist Hospital Union County,KY
UDS,UH Geauga Medical Center,OH
UDT,Heather Hill Care Communities,OH
UDU,UH Conneaut Medical Center,OH
UDV,UH Geneva Medical Center,OH
UDW,University Hosp Richmnd Med Ctr,OH
UDX,UH Bedford Medical Center,OH
UDZ,Upland Hills Health,WI
UEA,United Hospital District,MN
UEB,US Public Health Svs Indn Hosp,SD
UEC,Unity Medical Center,ND
UED,Sanford Medical Center Mayville,ND
UEF,US Medical Center Fed Prisoners,MO
UEI,Acadiana Area Human Svs Dist,LA
UEJ,Union General Hospital,LA
UEK,Methodist Behavioral Hospital,AR
UEL,St Anthony Shawnee Hospital,OK
UEM,United Regional Health Care,TX
UEN,Edinburg Regional Rehab Ctr,TX
UEQ,Cheyenne Regional Med Ctr E,WY
UER,University Of Utah Neuropsych,UT
UES,Utah State Hospital,UT
UET,UNM Children's Psychiatric Ctr,NM
UEU,Union County General Hospital,NM
UEW,USC Norris Cancer Hospital,CA
UEX,Resnick Neuropsychiatric Hosp,CA
UEY,UCSD Medical Center,CA
UEZ,Promise Hospital Of San Diego,CA
UFC,UCSF Medical Center Parnassus,CA
UFF,UPMC Presbyterian,PA
UHC,United Hospital Center,WV
UMC,UCSD Thornton Hospital,CA
UML,University Medical Center,AZ
UMT,University Med Ctr Southrn NV,NV
UMU,Medstar Union Memorial Hospital,MD
UNL,Union Hospital,OH
UOL,Comer Children's Hospital,IL
UPY,UPMC Passavant Cranberry Campus,PA
USC,Keck Medical Center Of USC,CA
UWO,Inspira Medical Center Woodbury,NJ
