Code7,Affiliation Code,STATE
TB2,Brook Dupont Hospital,KY
TB3,Tyler Health Care Center,MN
TB4,Texas Scottish Rite Hospital,TX
TB5,Tri-County Health Care,MN
TB8,Trinity Hospital Twin City,OH
TB9,Thomas B Finan Center,MD
TBA,Tyler Holmes Memorial Hospital,MS
TBB,FF Thompson Hospital,NY
TBC,Troy Community Hospital,PA
TBD,Texoma Medical Center,TX
TBE,Three Rivers Hospital,TN
TBF,Taylor Regional Hospital,GA
TBG,Twin Cities Community Hospital,CA
TBH,Tobey Hospital,MA
TBI,Teche Regional Medical Center,LA
TBJ,Tomah Memorial Hospital,WI
TBK,Temple Community Hospital,CA
TBO,Riverside Tappahannock Hospital,VA
TBP,Troy Regional Medical Center,AL
TBQ,Cambridge Memorial Hospital,NE
TBR,Tomball Regional Medical Center,TX
TBS,Terrell State Hospital,TX
TBU,Trinity Hospital,CA
TBV,Touro Infirmary,LA
TBW,Tallahatchie General Hospital,MS
TBX,Unitypoint Hlth Trinity Reg Med,IA
TBY,Tillamook Reg Med Cntr,OR
TBZ,Trace Regional Hospital,MS
TC1,Twin Rivers Regional Medical Ct,MO
TC2,Truman Medical Center Hosp Hll,MO
TC3,Truman Medical Center-Lakewood,MO
TC4,Texas County Memorial Hospital,MO
TC5,Tilden Community Hospital,NE
TC6,Trego County Lemke Mem Hosp,KS
TC7,The Regional Medical Center,SC
TC8,Throckmorton County Mem Hosp,TX
TC9,Scott & White Hospital Brenham,TX
TCA,Takoma Regional Hospital,TN
TCB,Tippah County Health Services,MS
TCC,Tewksbury Hospital,MA
TCE,Saint Mary's Hospital,NY
TCF,Titusville Area Hospital,PA
TCG,Taylor Hospital,PA
TCH,Tri-City Medical Center,CA
TCI,Timpanogos Regional Hospital,UT
TCJ,Tempe St Luke's Hospital,AZ
TCK,Tioga Medical Center,ND
TCL,Towner County Medical Center,ND
TCM,Tucson Medical Center,AZ
TCN,Texas Children's Hospital,TX
TCO,Houston County Community Hosp,TN
TCP,Transylvania Regional Hospital,NC
TCQ,Trigg County Hospital,KY
TCS,River Point Behavioral Health,FL
TCU,Thomas H Boyd Memorial Hospital,IL
TCV,Toppenish Community Hospital,WA
TCX,Gundersen Tri-Cty Mem Hosp Cli,WI
TCZ,Unitypoint Health Trnty Bttndrf,IA
TDA,Tyler County Hospital,TX
TDB,Teton Valley Healthcare Inc,ID
TDD,Optim Medical Center-Tattnall,GA
TDE,Twin Lakes Reg Med Ctr,KY
TDF,The Medical Center At Bwlng Grn,KY
TDH,Parthanon Pavilion,TN
TDI,Treasure Valley Hospital,ID
TDJ,Taunton State Hospital,MA
TDK,Trinitas Regional Medical Ctr,NJ
TDL,Trenton Psychiatric Hospital,NJ
TDO,Lake Shore Health Care Center,NY
TDP,The Children's Institute Pittsp,PA
TDQ,Torrance State Hospital,PA
TDR,Ridgeview Healthcare Rehab Cntr,PA
TDU,Terry Children's Center,DE
TDV,The Laurels,VA
TDX,Tanner Medical Center,GA
TDZ,Midtown Medical Center,GA
TEA,West Florida Hospital Pavilion,FL
TEB,The Friary Of Lakeview,FL
TEC,Twelve Oaks Treatment Center,FL
TED,Tacachale,FL
TEE,Transitions Recovery Program,FL
TEH,The Centers At Marion,FL
TEI,Taylor Hardin Secure Medical,AL
TEJ,Trousdale Medical Center,TN
TEL,The Brook Hospital,KY
TEM,Temple University Hospital,PA
TEN,Tristar Skyline Madison Campus,TN
TEO,Twin Valley Behavioral Hlthcare,OH
TEP,Promedica Toledo Childrens Hosp,OH
TEQ,Trinity Medical Center West,OH
TER,Terrebonne General Medical Ctr,LA
TEU,The Women's Hospital,IN
TEV,Terre Haute Regional Hospital,IN
TEW,Saint Joseph Hospital,MI
TEX,Turning Point Youth Center,MI
TFA,Trinity Hospital Saint Joseph's,ND
TFC,Unitypoint Health Trinity,IL
TFD,The Pavilion,IL
TFE,Thayer County Health Services,NE
TFF,Reeves Memorial Medical Center,LA
TFG,Taliaferro Community Mentl Hlth,OK
TFH,Carrus Specialty Hospital,TX
TFI,Texoma Med Ctr Behavioral Hlth,TX
TFJ,Timberlawn Mental Health,TX
TFK,Texas Specialty Hospital,TX
TFL,Trinity Springs Pavilion-East,TX
TFM,Promise Hospital Whichita Falls,TX
TFN,Central Texas VA Health Care,TX
TFP,Promise Hospital Of Houston,TX
TFQ,Tops Surgical Specialty Hosp,TX
TFR,Texas Center For Infectious Dis,TX
TFT,Tift Regional Medical Center,GA
TFU,Austin Lakes Hospital,TX
TFW,Texas Neurorehabilitation Ctr,TX
TFX,The Pavilion At NW Texas Hosp,TX
TFY,The Memorial Hospital At Craig,CO
TFZ,Tuba City Regional Health Care,AZ
TGA,Turquoise Lodge Hospital,NM
TGB,Tahoe Pacific Hospitals-Meadows,NV
TGC,Tri-City Regional Medical CT,CA
TGD,Tarzana Treatment Centers,CA
TGE,Healthsouth Tustin Rehab Hosp,CA
TGH,Tampa General Hospital,FL
TGI,Thunder Road Adolscnt Trtmt Ctr,CA
TGK,Tripler Army Medical Center,HI
TGL,Tulsa Spine & Specialty Hosp,OK
TGN,Methodist Texsan Hospital,TX
THI,Thibodaux Regional Medical Ctr,LA
THM,Tallahassee Memorial Healthcare,FL
THO,Thorek Memorial Hospital,IL
THR,Three Rivers Medical Center,KY
TJS,Taylor Regional Hospital,KY
TLN,Tulane University Hosp & Clin,LA
TMC,Trinity Hospital,ND
TMH,Thomas Memorial Hospital,WV
TMM,Torrance Memorial Medical Ctr,CA
TNM,Tanner Medical Center Carrolltn,GA
TR7,Lexington Regional Hlth Ctr,NE
TRC,Asante Three Rivers Medical Ctr,OR
TRH,Logansport Memorial Hospital,IN
TRI,Tree Lakes Medical Center,MS
TRN,Trinity Medical Ctr Moline Cmps,IL
TRT,Trinitas Reg Med Ctr Nw Pt Cmps,NJ
TUS,OSU Medical Center,OK
TWC,Twin Cities Hospital,FL
TWN,St Luke's Magic Valley Med Ctr,ID
TWR,Two Rivers Behavioral Hlth Syst,MO
TYL,Tyler Memorial,PA
U01,UPMC East Hospital,PA
UA1,University Michigan Medical Ctr,MI
UA2,University Maryland Medical Ctr,MD
UA3,Sanford Medical Center Mayville,ND
UA4,University Hospital Med Cnt,FL
UA5,Novant Health Gaffney Med Cntr,SC
UA6,Grove City Medical Center,PA
UA8,Naval Hospital Jacksonville,FL
UA9,United Regional Health Care,TX
UAC,United Hospital Center,WV
UAD,University Of North Carlna Hosp,NC
UAE,Uniontown Hospital,PA
UAF,Univer Maryland Upperchesapeake,MD
UAG,UMASS Memorial Medical Center,MA
UAH,Upper Valley Medical Center,OH
UAI,Holmes County Hospital/Clinics,MS
UAJ,University Of Miss Med Ctr,MS
UAK,Ukiah Valley Medical Center,CA
UAL,University Hospital & Clinic,LA
UAM,University South Alabama Med,AL
UAN,University Med Ctr Southrn NV,NV
UAO,Promise Hospital Of San Diego,CA
UAQ,University Hospital,NJ
UAR,University Of Alabama Hospital,AL
UAT,University Of Tennessee Med Ctr,TN
UAW,Unicoi County Memorial Hospital,TN
UAZ,Uintah Basin Medical Center,UT
UB1,University Medical Center,TX
UB2,United Memorial Medical Center,NY
UB3,University Of Wisconsin Hosp,WI
UB4,Upland Hills Health,WI
UB8,UPMC Bedford Memorial,PA
UBA,University Of Virginia Med Ctr,VA
UBB,United Hospital District,MN
UBC,Union County General Hospital,NM
UBD,University Of Colorado Hospital,CO
UBE,Upson Regional Medical Center,GA
UBF,University Arkansas Of Med Sci,AR
UBG,UCSD Thornton Hospital,CA
UBH,UC Davis Medical Center,CA
UBI,Union General Hospital,GA
UBK,UCSF Medical Center Mount Zion,CA
UBL,Unity Hospital,MN
UBN,Provena United Samaritans Med,IL
UBO,United Hospital,MN
UBQ,University Hospital,MO
UBS,University Of Texas Med Brnch,TX
UBU,University Of New Mexico Hosp,NM
UBV,Uvalde Memorial Hospital,TX
UBX,UCI Medical Center,CA
UBY,Union Hospital Of Cecil County,MD
UBZ,North Shore Med Ctr Unon Hosp,MA
UC1,UH Conneaut Medical Center,OH
UC2,UH Geauga Medical Center,OH
UC3,University Hosp Richmnd Med Ctr,OH
UC4,UC Health Surgical Hospital,OH
UCA,UPMC Mckeesport,PA
UCB,UPMC Northwest,PA
UCD,United Regional Medical Center,TN
UCE,Abrom Kaplan Memorial Hospital,LA
UCG,Trinity Muscatine,IA
UCH,Florida Hospital Tampa,FL
UCI,University Iowa Hospitals Clncs,IA
UCJ,Unity Medical Center,ND
UCK,University Of Kansas Hospital,KS
UCL,Memorial Medical Center-Downtwn,PA
UCM,Ronald Reagan UCLA Medical Ctr,CA
UCN,UPMC Horizon Shenango,PA
UCO,Union County Hospital,IL
UCP,UPMC Passavant Cranberry Campus,PA
UCQ,UPMC Passavant,PA
UCT,UPMC St Margaret,PA
UCU,Univ Miami Sylvester Cancer Ctr,FL
UCW,Comer Children's Hospital,IL
UCZ,UH Bedford Medical Center,OH
UDC,UMASS Memorial Medical Center,MA
UDD,Federal Correctional Inst,CT
UDF,University Behavioral Hlthcare,NJ
UDH,UPMC Shadyside,PA
UDN,University Behavioral Center,FL
UDO,University Pavilion,FL
UDP,Florida Hospital Carrollwood,FL
UDQ,Medical West,AL
UDS,University Medical Center,TN
UDT,Ireland Army Community Hospital,KY
UDU,Methodist Hospital Union County,KY
UDX,US Public Health Svs Indn Hosp,SD
UDY,Pine Ridge Hospital,SD
UEA,US Medical Center Fed Prisoners,MO
UED,Acadiana Area Human Svs Dist,LA
UEE,Methodist Behavioral Hospital,AR
UEH,University Hospital,TX
UEI,Edinburg Regional Rehab Ctr,TX
UEL,Cheyenne Regional Med Ctr W,WY
UEM,University Of Utah Neuropsych,UT
UEN,Utah State Hospital,UT
UEO,University Of NM Psych Ctr,NM
UEP,UNM Children's Psychiatric Ctr,NM
UEQ,Resnick Neuropsychiatric Hosp,CA
UER,UCSD Medical Center,CA
UEU,UCSF Medical Center Parnassus,CA
UEX,USA Meddac-Bassett Army Hosp,AK
UEY,UPMC Presbyterian,PA
UGH,United General Hospital,WA
UGS,Union General Hospital,LA
UIL,University IL Hosp Hlth/Sci Ctr,IL
UKY,University Louisville Hospital,KY
UML,University Medical Center,AZ
UNA,University Hospital,GA
UNG,Union Hospital,OH
UNH,Medstar Union Memorial Hospital,MD
UNL,Cheyenne Regional Med Ctr E,WY
UNN,Union Hospital,IN
UNR,Carolinas Medical Center-Union,NC
UNV,University Hospitals Case Med,OH
UNY,Keck Medical Center Of USC,CA
UPH,The Hospital Of The Univ Penn,PA
URM,Utah Valley Regional Med Ctr,UT
UUH,University Of Utah Hospital,UT
UUM,Upstate University Hospital,NY
UWH,Inspira Medical Center Woodbury,NJ
UYM,University Texas Health Sci Ctr,TX
UYP,St Anthony Shawnee Hospital,OK
UYW,University Of Washingtn Med Ctr,WA
V01,VA Southern Nevada Hlthcare Sys,NV
VA1,Ventura County Medical Center,CA
VA3,Aurora Vista Del Mar Hospital,CA
VA4,Fort Harrison VA Medical Center,MT
VA8,Essentia Health Virginia,MN
VAB,Virginia Baptist Hospital,VA
VAD,USC Verdugo Hills Hospital,CA
VAF,Valley Hospital Medical Center,NV
VAG,Valley West Hospital,IL
VAH,Volunteer Community Hospital,TN
VAI,Victor Valley Community Hosp,CA
VAJ,Valley General Hospital,WA
VAK,Van Wert County Hospital,OH
VAM,Mercy Regional Medical Center,LA
VAN,Vail Valley Medical Center,CO
VAP,Virginia Hospital Center,VA
VAQ,Vista Medical Center East,IL
VAR,Vanderbilt University Med Ctr,TN
VAS,Valley Presbyterian Hospital,CA
VAT,Val Verde Regional Med Cntr,TX
VAU,Vaughan Regional Medical Center,AL
VAV,Valley View Hospital,CO
VAW,Providence Valdez Medical Ctr,AK
VAX,Verde Valley Medical Center,AZ
VAY,The Valley Hospital,NJ
VAZ,Valley Regional Hospital,NH
VB4,Valle Vista Health System,IN
VBA,Ponca City Medical Center,OK
VBB,Vernon Memorial Healthcare,WI
VBC,Valley Baptist Medical Center,TX
VBG,VA New Jersey Health Care,NJ
VBH,Vassar Brothers Medical Center,NY
VBJ,Vermilion Hospital,LA
VBK,Valley View Medical Center,UT
VBM,Indian River Medical Center,FL
VBN,Van Buren County Hospital,IA
VBO,Veterans Memorial Hospital,IA
VBR,Virginia Gay Hospital,IA
VBS,Valley County Health System,NE
VBT,UW Medicine-Valley Medical Ctr,WA
VBY,Valley Regional Medical Center,TX
VBZ,Northbay VacaValley Hospital,CA
VCB,VA Boston Health Care System,MA
VCC,VA Medical Center-Providence,RI
VCD,VA Medical Center-Manchester,NH
VCE,VA Maine Healthcare System,ME
VCF,VA Medical Center,VT
VCH,Venice Regional Bayfront Health,FL
VCI,VA Connecticut Hlthcr Systm,CT
VCJ,VA New Jersey Healthcr Sys Lyns,NJ
VCK,Virtua Voorhees Hospital,NJ
VCL,Virtua Memorial Hospital,NJ
VCM,Valleycare Health System,CA
VCN,Vineland Developmental Center,NJ
VCO,VA New York Harbor Hlthcre Sys,NY
VCP,VA New York Harbor Healthcr Sys,NY
VCQ,VA Medical Center-Northport,NY
VCR,Via Christi Hospital,KS
VCS,VA Hudson Valley Castle Point,NY
VCT,VA Medical Center-Syracuse,NY
VCU,VA Western NY Hlthcr Sys Batva,NY
VCV,VA Western NY Hlthcr Sys Bufflo,NY
VCW,Newark-Wayne Community Hospital,NY
VCX,VA Medical Center,NY
VCY,VA Pittsburgh Healthcare,PA
VCZ,VA Medical Center-Butler,PA
VDA,Erie VA Medical Center,PA
VDB,VA Medical Center-Wilkes Barre,PA
VDC,Philadelphia VA Medical Center,PA
VDD,Coatesville VA Medical Center,PA
VDE,Saint John Vianney Center,PA
VDF,Valley Forge Medical Center,PA
VDG,Catholic Charities Child/Family,MD
VDH,Perry Point VA Medical Center,MD
VDI,VCU Medical Center,VA
VDJ,Virginia Beach Psychiatric Ctr,VA
VDK,Hampton VA Medical Center,VA
VDL,Salem VA Medical Center,VA
VDM,VA Medical Center Martinsbrg WV,WV
VDN,VA Medical Center-Huntington,WV
VDO,Beckley VA Medical Center,WV
VDP,Durham VA Medical Center,NC
VDQ,VA Medical Center-Asheville,NC
VDR,Charlie Norwood VA Medical Ctr,GA
VDS,Lake City VA Medical Center,FL
VDT,VA Medical Center-Miami,FL
VDU,Villa Maria Nursing Rehab Ctr,FL
VDV,VA Medical Center Of W Plm Bch,FL
VDW,Central Alabama Veterans Health,AL
VDX,Central Alabama VA Healthcare S,AL
VDY,VA Tennessee Valley Healthcare,TN
VDZ,VA Tennessee Valley Healthcare,TN
VEA,Vanderbilt Stallwrth Rehab Hosp,TN
VEB,Park Ridge Valley Chld/Adlscnt,TN
VEC,VA Medical Center,TN
VED,The GV Sonny Mntgmry VA Med Ctr,MS
VEF,Gulf Coast Veterans Health Care,MS
VEG,Robley Rex VA Medical Center,KY
VEH,VA Medical Center Main Campus,KY
VEI,VA Medical Center,OH
VEJ,Dayton VA Medical Center,OH
VEK,VA Medical Center,OH
VEM,VA Northern Indiana Hlth Cr Sys,IN
VEN,VA Ann Arbor Healthcare System,MI
VEO,Battlecreek VA Medical Center,MI
VEP,Oscar G Johnson VA Medical Ctr,MI
VER,VA Central Iowa Healthcare Sys,IA
VES,VA Medical Center-Iowa City,IA
VET,Clement J Zablocki VA Med Ctr,WI
VEU,Veterans Affairs Medical Center,WI
VEV,VA Healthcare System,MN
VEW,Saint Cloud VA Healthcare Sys,MN
VEX,VA Black Hills Healthcare Sys,SD
VEY,VA Medical Center-Hot Springs,SD
VEZ,Fargo VA Health Care System,ND
VFB,Van Matre Healthsouth Rehab,IL
VFC,VA Illiana Health Care System,IL
VFD,Kansas City VA Medical Center,MO
VFE,Via Christi Rehabilitation Hosp,KS
VFF,Via Christi-St Joseph Campus,KS
VFG,Valley Hope Drug & Alcohol Ctr,KS
VFH,Nebraska Western Iowa Hlth Sys,NE
VFI,VA Medical Center,NE
VFM,Alexandria VA Healthcare System,LA
VFN,Veterans Healthcare Of The Ozrk,AR
VFO,Vantage Point Of Northwest Ark,AR
VFP,Valley Behavioral Health System,AR
VFQ,Valir Rehabilitation Hospital,OK
VFR,VA Medical Center,OK
VFS,Jack C Montgomery VA Med Ctr,OK
VFU,VA Medical Center-Temple Faclty,TX
VFV,Michael E Debakey VA Med Ctr,TX
VFW,Surgery Specialty Hosps Amrca,TX
VFX,South TX VA Hlthcr Sys Kerrvlle,TX
VFY,Thomas E Kreek VA Medical Ctr,TX
VFZ,George H O'brien Jr VA Med Ctr,TX
VGA,VA Healthcare System,WY
VGB,Sentara Virginia Beach Gen Hosp,VA
VGC,VA Medical Center-Boise,ID
VGD,George E. Wahlen VA Medical Ctr,UT
VGF,VA Greater Los Angeles Hlthcare,CA
VGG,VA Long Beach Healthcare System,CA
VGH,Valdese Hospital,NC
VGI,VA San Diego Healthcare System,CA
VGJ,VA Central Califrnia Hlthcr Sys,CA
VGK,VA Palo Alto Health Care System,CA
VGM,Villa Fairmont Mentl Hlth Rehab,CA
VGN,Valleycare Healthsystem,CA
VGP,VA Medical Center-Portland,OR
VGQ,VA Puget Sound Hlthcr Sttle Div,WA
VGR,VA Puget Sound Hlthcr Amrcn Lks,WA
VGT,Via Christi Behavioral Health,KS
VGU,Valley View Medical Center,AZ
VIR,Virtua Berlin Hospital,NJ
VLL,Mat-Su Regional Medical Center,AK
VVR,Mercy Hospital Ada,OK
W02,West Kendall Baptist Hospital,FL
WA1,The Woman's Hospital Of Texas,TX
WA2,Welch Community Hospital,WV
WA4,Washington County Hospital,NC
WA5,Wallace Thomson Hospital,SC
WA6,Westlake Hospital,IL
WA7,Wayne General Hospital,MS
WA9,Wadley Regional Medical Center,TX
WAB,Waterbury Hospital,CT
WAD,Prairie Lakes Healthcare System,SD
WAE,Little Colorado Medical Center,AZ
WAH,Washington Adventist Hospital,MD
WAI,Wilmington Hospital,DE
WAJ,Highlands Medical Center,TN
WAK,Westerly Hospital,RI
WAL,Clearview Reg Med Cntr,GA
WAN,Washington Health System,PA
WAO,Renown Regional Medical Center,NV
WAP,Excela Health Westmoreland Hosp,PA
WAQ,Whittier Hospital Medical Ctr,CA
WAR,Wilson Medical Center,NC
WAT,West Jefferson Medical Center,LA
WAU,Waukesha Memorial Hospital,WI
WAV,Wellington Regional Medical Ctr,FL
WAX,Willis-Knighton Medical Center,LA
WAZ,West Oaks Hospital,TX
WB1,Summa Wadsworth-Rittman Hosp,OH
WB2,Lovelace Westside Hospital,NM
WB3,Ward Memorial Hospital,TX
WB4,Aspirus Wausau Hospital,WI
WB5,West Valley Medical Center,ID
WB6,Windham Hospital,CT
WB8,Wyoming Medical Center,WY
WB9,Westchester Medical Center,NY
WBA,Wilkes Barre General Hospital,PA
WBB,Baptist Health Paducah,KY
WBD,Wayne Memorial Hospital,PA
WBE,Western Missouri Medical Center,MO
WBG,Western Arizona Reg Med Ctr,AZ
WBH,William W Backus Hospital,CT
WBI,Walla Walla General Hospital,WA
WBJ,Watauga Medical Center,NC
WBN,Weirton Medical Center,WV
WBP,Woodland Heights Medical Center,TX
WBQ,Washington Cty Hosp/Nursng Hme,AL
WBR,West Branch Regional Med Ctr,MI
WBS,Wooster Community Hospital,OH
WBT,Special Care Hospital,PA
WBU,White Memorial Medical Center,CA
WBV,Wood County Hospital,OH
WBY,Wesley Medical Center,KS
WBZ,Newton Medical Center,KS
WC1,Williamson Memorial Hospital,WV
WC4,Meritus Medical Center,MD
WC5,War Memorial Hospital,MI
WC6,Wilbarger General Hospital,TX
WC7,West Georgia Health,GA
WC9,Wolfson Children's Hospital,FL
WCB,Windber Medical Center,PA
WCD,Warren Memorial Hospital,VA
WCE,Willapa Harbor Hospital,WA
WCF,Wetzel County Hospital,WV
WCG,Wyoming County Community Hosp,NY
WCH,Women & Infants Hospital RI,RI
WCI,Washington County Reg Med Ctr,GA
WCJ,Wesley Long Hospital,NC
WCK,Wayne Memorial Hospital,NC
WCL,Wing Memorial Hospital,MA
WCM,Woodhull Medical Mntl Hlth Ctr,NY
WCN,Watertown Regional Medical Ctr,WI
WCP,Woman's Hospital,MS
WCQ,Wilkes Regional Medical Center,NC
WCR,Winchester Hospital,MA
WCS,Westfield Memorial Hospital,NY
WCT,USA Children's & Women's Hosp,AL
WCV,Sanford Wheaton Medical Center,MN
WCW,Washakie Medical Center,WY
WCX,Warren General Hospital,PA
WCY,Washington County Hospital,IA
WD1,Wills Memorial Hospital,GA
WD2,Weisbrod Memorial Hospital,CO
WD3,Winneshiek Medical Center,IA
WD4,Doctors Hospital Of Laredo,TX
WD5,St Lukes Warren Hospital,NJ
WD6,Saint Vincent Hospital,MA
WD7,Wentworth-Douglass Hospital,NH
WD8,Winner Regional Healthcare Ctr,SD
WD9,Essentia Health Northern Pines,MN
WDA,West Florida Hospital,FL
WDC,Sanford Worthington Med Ctr,MN
WDE,Woodwinds Hospital,MN
WDF,Winter Park Memorial Hospital,FL
WDG,Community Westview Hospital,IN
WDH,Nyack Hospital,NY
WDI,Wiregrass Medical Center,AL
WDJ,Wesley Medical Center,MS
WDK,Whidbey General Hospital,WA
WDL,Woodland Memorial Hospital,CA
WDM,Reading Hospital & Medical Ctr,PA
WDN,West River Regional Medical Ctr,ND
WDO,Wabash County Hospital,IN
WDP,Wishek Community Hospital,ND
WDQ,St Vincent Salem Hospital,IN
WDR,Whidden Memorial Hospital,MA
WDS,Mayo Clinic Health System-Wasec,MN
WDT,Westchester General Hospital,FL
WDU,Washington County Hospital,IL
WDV,Woodlawn Hospital,IN
WDW,Webster County Memorial Hosp,WV
WDX,Wickenburg Community Hospital,AZ
WDY,Wilson Medical Center,KS
WDZ,West Park Hospital,WY
WE1,Wheatland Memorial Healthcare,MT
WE2,Wayne Healthcare,OH
WE3,Wyoming State Hospital,WY
WE5,Wamego Health Center,KS
WE6,Winona Health Services,MN
WE7,Wallowa Memorial Hospital,OR
WE8,Weeks Medical Center,NH
WEA,Waverly Health Center,IA
WEB,Washington Hospital Healthcare,CA
WEC,Union Hospital Clinton,IN
WED,West Feliciana Parrish Hospital,LA
WEE,Wythe County Community Hospital,VA
WEG,Riverside Walter Reed Hospital,VA
WEH,Winn Parish Medical Center,LA
WEI,Walter Knox Memorial Hospital,ID
WEJ,Western Massachusetts Hospital,MA
WEK,Williamsburg Regional Hospital,SC
WEM,Weiss Memorial Hospital,IL
WEN,West Calcasieu-Cameron Hospital,LA
WEO,Webster County Community Hosp,NE
WEP,West Carroll Memorial Hospital,LA
WES,Western Plains Medical Complex,KS
WET,Woodridge Hospital,TN
WEU,Westside Regional Medical Ctr,FL
WEV,Wilson Memorial Hospital,OH
WEY,Wyoming Behavioral Institute,WY
WF1,Whitesburg Appalachian Reg Hosp,KY
WF2,Williamson ARH Hospital,KY
WF3,Wayne County Hospital,KY
WF4,Western State Hospital,KY
WF5,Westlake Regional Hospital,KY
WF7,Wyandot Memorial Hospital,OH
WF8,Wagoner Community Hospital,OK
WF9,St Vincent Women's Hospital,IN
WFA,Western Maryland Hospital Ctr,MD
WFB,Western State Hospital,WA
WFD,Wakemed Raleigh Campus,NC
WFF,West Anaheim Medical Center,CA
WFH,Wrangell Medical Center,AK
WFI,Wabash General Hospital,IL
WFK,Walthall County General Hosp,MS
WFL,Woodward Regional Hospital,OK
WFM,Willow Creek Womens Hospital,AR
WFN,Willamette Valley Med Ctr,OR
WFO,Wenatchee Valley Hosp & Clin,WA
WFP,Navos,WA
WFQ,Whitman Hospital Medical Center,WA
WFR,Wagner Community Mem Hosp,SD
WFS,William Jenngs Bryn Drn VA Med,SC
WFT,West Central Georgia Reg Hosp,GA
WFU,Lower Oconee Community Hospital,GA
WFV,Willingway Hospital,GA
WFW,Winston Medical Center,MS
WFX,Wayne Medical Center,TN
WFZ,Starr Regional Medical Ctr Etwh,TN
WG1,Wedowee Hospital,AL
WG4,Women & Children's Hosp Buffalo,NY
WG5,Woman's Hospital,LA
WG6,Weiser Memorial Hospital,ID
WG8,Windom Area Hospital,MN
WGA,River Bend Hospital,IN
WGB,IU Health White Memorial Hosp,IN
WGC,Mercy Hospital Watonga,OK
WGD,West Valley Hospital,OR
WGE,Waupun Memorial Hospital,WI
WGF,Wild Rose Community Mem Hosp,WI
WGG,Wayne County Hospital,IA
WGH,Wahiawa General Hospital,HI
WGI,Iowa Specialty Hospital,IA
WGJ,Wellmont Hawkins Cnty Mem Hosp,TN
WGK,Wright Memorial Hospital,MO
WGL,Washington County Memorial Hosp,MO
WGM,Willow Crest Hospital Inc,OK
WGN,Texas Health Harris Mthdst Hosp,TX
WGO,Warren Memorial Hospital,NE
WGP,West Holt Memorial Hospital,NE
WGQ,AMG Specialty Hospital Wichita,KS
WGR,William Newton Memorial Hosp,KS
WGS,Texas Health Presbyterian WNJ,TX
WGT,Winkler County Memorial Hosp,TX
WGU,Winnie Community Hospital,TX
WGV,Wise Regional Health System,TX
WGW,Moss Memorial Health Clinic,LA
WGX,Wernersville State Hospital,PA
WGY,Western Pennsylvania Hospital,PA
WGZ,Whiteriver Indian Hospital,AZ
WHA,Wilson Medical Center,NY
WHB,Women's Christian Assoc Hosp,NY
WHE,Wheeling Hospital,WV
WHI,Ministry Our Lady Of Vctry Hosp,WI
WHJ,West Gables Rehabilitation Hosp,FL
WHK,Lovelace Womens Hospital,NM
WHL,Windmoor Healthcare,FL
WHM,West Houston Medical Center,TX
WHP,Winter Haven Hospital,FL
WHR,Wellstar Cobb Hospital,GA
WHT,Whittier Rehabilitation Hosp,MA
WHU,Worcester Recvry Ctr/Hosp,MA
WHW,Whittier Rehabilitation Hosp,MA
WHX,Westwood Lodge Hospital,MA
WHY,Wrentham Developmental Center,MA
WHZ,VA Boston Healthcare System,MA
WIA,Walden Behavioral Care,MA
WIC,Winchester Medical Center,VA
WID,Whiting Forensic-Valley Hosp,CT
WIE,Wellspring,CT
WIF,Woodbridge Developmental Center,NJ
WIG,Woodbine Developmental Center,NJ
WII,Washington Correctional Fac,NY
